icao,iata,name,city,state,country,elevation,lat,lon,tz
ID16,,Sluder Airstrip,Bellevue,Idaho,US,5017,43.4034996,-114.2730026,America/Boise
ID17,,Seven Devils Airport,Council,Idaho,US,4487,45.01100159,-116.689003,America/Boise
ID19,,Bird Nr 2 Airport,Sandpoint,Idaho,US,2192,48.23099899,-116.3889999,America/Los_Angeles
ID21,,Smith Ranch Airport,Hauser Lake,Idaho,US,2370,47.75630188,-117.0240021,America/Los_Angeles
ID22,,Treeport Airport,Spirit Lake,Idaho,US,2500,47.97800064,-116.7929993,America/Los_Angeles
ID23,,Rock Creek Farm Airport,Worley,Idaho,US,2500,47.39239883,-116.8730011,America/Los_Angeles
ID24,,Timber Basin Airpark Inc Airport,Sagle,Idaho,US,2220,48.2234993,-116.439003,America/Los_Angeles
ID25,,Olmstead Sky Ranch Airport,Sandpoint,Idaho,US,2140,48.35079956,-116.5540009,America/Los_Angeles
ID26,,P And R Field,Mayfield,Idaho,US,3125,43.224167,-115.966944,America/Boise
ID27,,Hawk Haven Airport,Coeur d Alene,Idaho,US,2333,47.75550079,-116.8590012,America/Los_Angeles
ID28,,Mackay Bar Airport,Dixie,Idaho,US,2172,45.3791008,-115.5049973,America/Boise
ID29,,Big Island Airport,Orofino,Idaho,US,2249,46.69739914,-115.9840012,America/Los_Angeles
ID32,,Tuka STOLport,Clark Fork,Idaho,US,2086,48.10549927,-116.137001,America/Los_Angeles
ID33,,Stocking Meadows Airport,Clarkia,Idaho,US,3850,46.93600082,-115.8649979,America/Los_Angeles
ID34,,Granite Airport,Athol,Idaho,US,2260,47.98460007,-116.6829987,America/Los_Angeles
ID35,,High Valley Swanson Airport,Cascade,Idaho,US,4883,44.23910141,-116.1429977,America/Boise
ID36,,King Mountain Glider Park,Moore,Idaho,US,5500,43.7630556,-113.3438889,America/Boise
ID39,,Owen Ranches Inc Airport,Bruneau,Idaho,US,2620,42.79570007,-115.7340012,America/Boise
ID40,,Sunrise Skypark Airport,Marsing,Idaho,US,2240,43.4178009,-116.7060013,America/Boise
ID41,,Stibnite Airport,Yellow Pine,Idaho,US,6539,44.89989853,-115.3330002,America/Boise
ID43,,Carlin Bay Airport,Coeur D'Alene,Idaho,US,2702,47.55130005,-116.7639999,America/Los_Angeles
ID44,,Hidden Lakes Airport,Cascade,Idaho,US,4845,44.22489929,-116.1800003,America/Boise
ID48,,Western Spur Airport,Athol,Idaho,US,2350,47.92879868,-116.7109985,America/Los_Angeles
ID50,,Q.B. One Airport,Idaho Falls,Idaho,US,4875,43.60129929,-112.2429962,America/Boise
ID52,,Bowman Field,Chester,Idaho,US,5100,43.99300003,-111.5510025,America/Boise
ID56,,Star 's' Ranch Airport,Mackay,Idaho,US,6660,43.98189926,-114.0439987,America/Boise
ID59,,Flying A Ranch Airport,Lake Fork,Idaho,US,4918,44.81760025,-116.0680008,America/Boise
ID60,,Fountains Airport,Moscow,Idaho,US,2550,46.71319962,-116.9970016,America/Los_Angeles
ID61,,Valenov Ranch Airport,Priest River,Idaho,US,2425,48.29660034,-117.0149994,America/Los_Angeles
ID62,,Simpson Airport,Grace,Idaho,US,5598,42.60829926,-111.7289963,America/Boise
ID63,,Richards Airport,Homedale,Idaho,US,2290,43.67100143,-117.0250015,America/Boise
ID65,,Pisch's Place Airport,Coeur D'Alene,Idaho,US,2775,47.58100128,-116.7720032,America/Los_Angeles
ID67,,Lower Loon Creek Airport,Challis,Idaho,US,4200,44.80820084,-114.8089981,America/Boise
ID68,,Green Acres Airport,Kuna,Idaho,US,2865,43.48460007,-116.4589996,America/Boise
ID72,,Huskey Airport,Irwin,Idaho,US,5200,43.41740036,-111.2850037,America/Boise
ID74,,Sulphur Creek Ranch Airport,Cascade,Idaho,US,5835,44.53659821,-115.3509979,America/Boise
ID75,,Riverlake Airport,Clark Fork,Idaho,US,2076,48.12599945,-116.1650009,America/Los_Angeles
ID76,,Wilson Bar US Forest Service Airport,Dixie,Idaho,US,2250,45.39670181,-115.4830017,America/Boise
ID77,,Cuddy Meadows Airport,Cambridge,Idaho,US,4580,44.70529938,-116.8069992,America/Boise
ID78,,Cx Ranch Nr 2 Airport,Clark Fork,Idaho,US,2070,48.14160156,-116.1819992,America/Los_Angeles
ID79,,Sky Ranch South Airport,Nampa,Idaho,US,2750,43.50830078,-116.6679993,America/Boise
ID82,,Picabo Airport,Picabo,Idaho,US,4828,43.30820084,-114.0630035,America/Boise
ID84,,Cptpa Headquarters Airport,Headquarters,Idaho,US,3314,46.61709976,-115.8000031,America/Los_Angeles
ID85,,Elk River Airport,Elk River,Idaho,US,2827,46.78739929,-116.1679993,America/Los_Angeles
ID86,,Deadwood Dam Airstrip,Cascade,Idaho,US,5489,44.29779816,-115.6409988,America/Boise
ID87,,Rainbow Ranch Airport,Idaho Falls,Idaho,US,4750,43.4068985,-111.973999,America/Boise
ID88,,Tracy Ranch Airport,Hill City,Idaho,US,5071,43.28739929,-115.0800018,America/Boise
ID90,,Spencer Ranch Landing Strip,Keuterville,Idaho,US,4284,45.83879852,-116.6589966,America/Boise
ID92,,Snake River Skydiving Airport,Star,Idaho,US,2550,43.72880173,-116.5230026,America/Boise
ID93,,Reed Ranch Airport,Yellow Pine,Idaho,US,4153,44.89429855,-115.7129974,America/Boise
ID94,,Friendly Persuasion Farm Airport,Troy,Idaho,US,2860,46.77669907,-116.6910019,America/Los_Angeles
ID95,,Loomis Airport,Horseshoe Bend,Idaho,US,4180,43.86100006,-116.2409973,America/Boise
ID96,,Bear Air Airport,Donnelly,Idaho,US,4904,44.78519821,-116.0670013,America/Boise
ID97,,Hangman Creek Ranch Airport,De Smet,Idaho,US,2635,47.10710144,-116.810997,America/Los_Angeles
IG02,,Ratcliff Airport,Lafayette,Indiana,US,730,40.27310181,-86.90750122,America/Indiana/Indianapolis
IG03,,Bluebird Airport,Paragon,Indiana,US,580,39.39170074,-86.59999847,America/Indiana/Indianapolis
IG04,,Litzinger Ultralightport,Versailles,Indiana,US,970,39.04610062,-85.15670013,America/Indiana/Indianapolis
IG05,,Wheeler Airport,Knox,Indiana,US,720,41.189763,-86.606956,America/Indiana/Knox
IG07,,Josephs Field,Moores Hill,Indiana,US,860,39.05690002,-85.03559875,America/New_York
II01,,Grandlienard-Hogg Airport,Bluffton,Indiana,US,830,40.75619888,-85.25050354,America/Indiana/Indianapolis
II02,,Kline Field,Butler,Indiana,US,825,41.38560104,-84.82689667,America/Indiana/Indianapolis
II03,,Buell Airport,Milan,Indiana,US,990,39.19860077,-85.13639832,America/Indiana/Indianapolis
II04,,North West Indiana Air Airport,Brook,Indiana,US,660,40.88389969,-87.36920166,America/Chicago
II05,,Woodcock Airport,Akron,Indiana,US,858,41.07419968,-86.06420136,America/Indiana/Indianapolis
II06,,Ferrell Airport,Cadiz,Indiana,US,1070,39.97000122,-85.47080231,America/Indiana/Indianapolis
II07,,Clover Knoll Airport,Cloverdale,Indiana,US,880,39.53229904,-86.8321991,America/Indiana/Indianapolis
II08,,Rheude Airport,Earl Park,Indiana,US,745,40.66090012,-87.43969727,America/Indiana/Indianapolis
II09,,Patrum Field,Eminence,Indiana,US,760,39.57369995,-86.61810303,America/Indiana/Indianapolis
II10,,Rockey's Air Strip,Galveston,Indiana,US,810,40.58200073,-86.16750336,America/Indiana/Indianapolis
II11,,Pelz Port Airport,Grabill,Indiana,US,825,41.21060181,-84.98609924,America/Indiana/Indianapolis
II12,,Dague Strip,Grass Creek,Indiana,US,790,40.96450043,-86.37190247,America/Indiana/Indianapolis
II13,,Sugar Creek Air Park,Markleville,Indiana,US,1000,39.920278,-85.598611,America/Indiana/Indianapolis
II14,,Beck Private Airport,Huntington,Indiana,US,840,40.96120071,-85.5625,America/Indiana/Indianapolis
II15,,Friedrich Airport,Kewanna,Indiana,US,770,40.99369812,-86.34169769,America/Indiana/Indianapolis
II16,,Pigeon Airport,Angola,Indiana,US,1000,41.63700104,-84.94940186,America/Indiana/Indianapolis
II17,,Bickel's Cow Patch Airport,Knox,Indiana,US,720,41.26810074,-86.55950165,America/Indiana/Knox
II18,,Lou Abbett Farms Airport,La Crosse,Indiana,US,685,41.33560181,-86.9285965,America/Chicago
II19,,Etter Airport,Lafayette,Indiana,US,660,40.40610123,-86.75360107,America/Indiana/Indianapolis
II20,,Mossburg Airport,Liberty Center,Indiana,US,845,40.67369843,-85.26329803,America/Indiana/Indianapolis
II21,,Zollinger Strip,Ligonier,Indiana,US,860,41.47529984,-85.69470215,America/Indiana/Indianapolis
II22,,Antonian Airport,Medaryville,Indiana,US,695,41.10200119,-86.93219757,America/Chicago
II25,,Timber Trails Airport,Spencer,Indiana,US,800,39.33729935,-86.77970123,America/Indiana/Indianapolis
II26,,Ashby Airport,Remington,Indiana,US,750,40.70389938,-87.18779755,America/Chicago
II27,,Ward Airport,Arcadia,Indiana,US,830,40.16669846,-85.94080353,America/Indiana/Indianapolis
II28,,Stettler Strip,Leo,Indiana,US,860,41.21060181,-85.06359863,America/Indiana/Indianapolis
II29,,Owens Field,Greencastle,Indiana,US,840,39.61090088,-86.75610352,America/Indiana/Indianapolis
II30,,Ridgway Flying Service Airport,Carlisle,Indiana,US,510,38.90670013,-87.40170288,America/Indiana/Indianapolis
II31,,Jurassic Landings Ultralightport,Essex,Illinois,US,585,41.18790054,-88.167099,America/Chicago
II32,,Raceway Airport,Chandler,Indiana,US,400,38.04919815,-87.38140106,America/Chicago
II33,,Eickholtz Airport,Charleston,Indiana,US,620,38.46089935,-87.65499878,America/Chicago
II34,,Booe Airport,Clay City,Indiana,US,600,39.27310181,-87.12220001,America/Indiana/Indianapolis
II35,,Lindley Private Airport,Danville,Indiana,US,925,39.80870056,-86.49559784,America/Indiana/Indianapolis
II36,,Mc Neil Field,Fountaintown,Indiana,US,862,39.66529846,-85.8167038,America/Indiana/Indianapolis
II37,,Arthur Airport,Greenfield,Indiana,US,905,39.74639893,-85.77469635,America/Indiana/Indianapolis
II38,,Sherk Field,Lapaz,Indiana,US,860,41.42639923,-86.31639862,America/Indiana/Indianapolis
II39,,Hollingsworth Airport,Francisco,Indiana,US,480,38.33620071,-87.46779633,America/Chicago
II40,,Hopkins Farms Airport,Francisco,Indiana,US,460,38.3083992,-87.40859985,America/Chicago
II42,,Creekside Farm Airport,Noblesville,Indiana,US,800,40.0685997,-85.92220306,America/Indiana/Indianapolis
II43,,C. V. Airport,Granger,Indiana,US,780,41.75,-86.19219971,America/Detroit
II45,,Renshaw Airport,Hatfield,Indiana,US,380,37.89250183,-87.19000244,America/Chicago
II49,,Foertsch Airport,Lamar,Indiana,US,476,38.03699875,-86.91110229,America/Chicago
II50,,Jack Oak Airport,Lewisville,Indiana,US,790,39.48279953,-86.67690277,America/Indiana/Indianapolis
II51,,Hull Airport,Ligonier,Indiana,US,930,41.48479843,-85.59300232,America/Indiana/Indianapolis
II52,,Haffner Airport,Lizton,Indiana,US,960,39.87749863,-86.52780151,America/Indiana/Indianapolis
II53,,Burke's Airport,Madison,Indiana,US,810,38.77030182,-85.48470306,America/Indiana/Indianapolis
II54,,Giltner Airport,Madison,Indiana,US,850,38.8158989,-85.4464035,America/Indiana/Indianapolis
II55,,Hodges Airport,Martinsville,Indiana,US,625,39.52700043,-86.3003006,America/Indiana/Indianapolis
II59,,Strip Airport,Newport,Indiana,US,650,39.84000015,-87.39360046,America/Indiana/Indianapolis
II62,,Berger Airport,Plymouth,Indiana,US,800,41.38779831,-86.25859833,America/Indiana/Indianapolis
II65,,Gilmore Airport,Rensselaer,Indiana,US,680,40.88750076,-87.12359619,America/Chicago
II67,,Hickory Hills Airport,Hartford City,Indiana,US,900,40.42779922,-85.37349701,America/Indiana/Indianapolis
II68,,Durham Airport,Russellville,Indiana,US,820,39.85499954,-86.959198,America/Indiana/Indianapolis
II69,,Harrod/Rose Airport,Scottsburg,Indiana,US,580,38.7181015,-85.7602005,America/Indiana/Indianapolis
II70,,Salsbery Airport,Sharpsville,Indiana,US,870,40.3844986,-86.06330109,America/Indiana/Indianapolis
II71,,Smith Airport,St. Paul,Indiana,US,900,39.38639832,-85.61720276,America/Indiana/Indianapolis
II72,,Anderson Airport,Sunman,Indiana,US,965,39.19580078,-85.20559692,America/Indiana/Indianapolis
II73,,Good Earth Farm Strip,Union City,Indiana,US,1080,40.2262001,-84.83499908,America/Indiana/Indianapolis
II74,,Eby Field,Wakarusa,Indiana,US,825,41.55979919,-86.05310059,America/Indiana/Indianapolis
II75,,Daugherty Field,Warren,Indiana,US,839,40.67919922,-85.41529846,America/Indiana/Indianapolis
II76,,Clay Hill Farms Airport,Medora,Indiana,US,528,38.85070038,-86.13680267,America/Indiana/Indianapolis
II77,,Finney's Airpark,Albany,Indiana,US,965,40.2594986,-85.26049805,America/Indiana/Indianapolis
II78,,Wallace Field,Wilkinson,Indiana,US,995,39.85839844,-85.60160065,America/Indiana/Indianapolis
II79,,Sommers Airport,Winamac,Indiana,US,710,41.07699966,-86.72450256,America/Indiana/Winamac
II81,,Richardson Field,Winslow,Indiana,US,425,38.38059998,-87.22059631,America/Indiana/Petersburg
II82,,Meadors Field,Danville,Indiana,US,1000,39.7942009,-86.57779694,America/Indiana/Indianapolis
II83,,Bramble Airport,Brownsburg,Indiana,US,870,39.83420181,-86.43419647,America/Indiana/Indianapolis
II84,,Hilakos Airport,Mount Vernon,Indiana,US,381,37.93199921,-87.77140045,America/Chicago
II85,,Blomenberg Airport,Decatur,Indiana,US,800,40.89619827,-85.04910278,America/Indiana/Indianapolis
II86,,Poole Airport,Noblesville,Indiana,US,860,40.0155983,-85.88749695,America/Indiana/Indianapolis
II87,,Twelve Oaks Airport,Martinsville,Indiana,US,715,39.45140076,-86.32830048,America/Indiana/Indianapolis
II89,,Yelverton Airport,St Wendel,Indiana,US,525,38.0870018,-87.68170166,America/Chicago
II90,,Crawford Field,North Judson,Indiana,US,705,41.19979858,-86.83640289,America/Indiana/Knox
II91,,Dunbar Field,Pittsboro,Indiana,US,940,39.84389877,-86.50530243,America/Indiana/Indianapolis
II93,,Bronson Airport,Bargersville,Indiana,US,780,39.48389816,-86.22689819,America/Indiana/Indianapolis
II94,,Irion Airport,Noblesville,Indiana,US,800,40.1283989,-85.88610077,America/Indiana/Indianapolis
II95,,Rust's Landing Airport,Bourbon,Indiana,US,820,41.36449814,-86.06330109,America/Indiana/Indianapolis
II96,,Buchta Airport,Haysville,Indiana,US,520,38.49280167,-86.93309784,America/Indiana/Vincennes
II97,,Solenberg Airport,Shelbyville,Indiana,US,720,39.47779846,-85.88330078,America/Indiana/Indianapolis
II98,,Shrum Field,Sullivan,Indiana,US,480,39.04389954,-87.42199707,America/Indiana/Indianapolis
II99,,Drake Field,Walkerton,Indiana,US,730,41.43640137,-86.47080231,America/Indiana/Indianapolis
IL01,,Wolford's Airport,Abingdon,Illinois,US,720,40.79249954,-90.4382019,America/Chicago
IL02,,Herbert C. Maas Airport,Zion,Illinois,US,719,42.47219849,-87.90840149,America/Chicago
IL05,,Bingham Airport,Alden,Illinois,US,980,42.44029999,-88.48899841,America/Chicago
IL07,,Taylor Airport,Amboy,Illinois,US,760,41.72359848,-89.29180145,America/Chicago
IL09,,Albrecht /2/ Airport,Amboy,Illinois,US,802,41.63140106,-89.40509796,America/Chicago
IL11,,Donald Alfred Gade Airport,Antioch,Illinois,US,805,42.46530151,-88.04039764,America/Chicago
IL12,,Kinsey RLA Restricted Landing Area,Arenzville,Illinois,US,455,39.88000107,-90.46510315,America/Chicago
IL13,,Funfsinn Airport,Arlington,Illinois,US,715,41.47079849,-89.18080139,America/Chicago
IL15,,Runyan Aviation Airport,Bushnell,Illinois,US,660,40.56940079,-90.54869843,America/Chicago
IL16,,Houseman Airport,Cobden,Illinois,US,800,37.5401001,-89.12259674,America/Chicago
IL18,,Crook Restricted Landing Area,Columbia,Illinois,US,580,38.38700104,-90.19180298,America/Chicago
IL22,,Heeg Airport,Oquawka,Illinois,US,600,41.00709915,-90.88289642,America/Chicago
IL23,,Ellis Airport,Davis,Illinois,US,900,42.44250107,-89.45010376,America/Chicago
IL24,,Richardson Airport,New Berlin,Illinois,US,653,39.70750046,-89.88310242,America/Chicago
IL29,,Von Alvens Airview Airport,Beecher,Illinois,US,715,41.29999924,-87.65000153,America/Chicago
IL31,,Cooch Landing Area Airport,Atwood,Illinois,US,695,39.84329987,-88.45330048,America/Chicago
IL32,,Adkisson Airport,Hammond,Illinois,US,669,39.78329849,-88.62139893,America/Chicago
IL34,,Henderson Airport,Belvidere,Illinois,US,815,42.21450043,-88.75700378,America/Chicago
IL35,,Redpath Restricted Landing Area,Baldwin,Illinois,US,470,38.18199921,-89.80840302,America/Chicago
IL36,,Bob Walberg Field,Belvidere,Illinois,US,840,42.32089996,-88.75839996,America/Chicago
IL38,,J Maddock Airport,Big Rock,Illinois,US,705,41.76699829,-88.53199768,America/Chicago
IL45,,Palmer Flying Service Inc Airport,Manito,Illinois,US,501,40.48934472,-89.77808083,America/Chicago
IL46,,Brooks Ranch Airport,Burnside,Illinois,US,700,40.46670151,-91.03350067,America/Chicago
IL51,,Aero Acres Airport,Campus,Illinois,US,645,41.0381012,-88.33750153,America/Chicago
IL52,,Williams Airport,Carthage,Illinois,US,679,40.43920136,-91.14399719,America/Chicago
IL53,,Lung RLA Restricted Landing Area,Carthage,Illinois,US,617,40.46120071,-91.07379913,America/Chicago
IL54,,Richmond Airport,Table Grove,Illinois,US,680,40.34420013,-90.44280243,America/Chicago
IL55,,Andrew RLA Restricted Landing Area Airport,Champaign,Illinois,US,810,40.16030121,-88.30449677,America/Chicago
IL56,,Mc Culley Airport,Champaign,Illinois,US,750,40.22029877,-88.25370026,America/Chicago
IL57,,Cottonwood Airport,Bloomington,Illinois,US,765,40.42200089,-89.02059937,America/Chicago
IL58,,Aero Four Airport,Channahon,Illinois,US,600,41.43610001,-88.248703,America/Chicago
IL59,,Chicago Glider Club Gliderport,Channahon,Illinois,US,590,41.43199921,-88.24729919,America/Chicago
IL60,,Chatsworth Restricted Landing Area,Chatsworth,Illinois,US,742,40.74309921,-88.29119873,America/Chicago
IL63,,Mays Aviation Airport,Chenoa,Illinois,US,720,40.70000076,-88.67510223,America/Chicago
IL64,,Martin Airport,Lincoln,Illinois,US,558,40.18059921,-89.50009918,America/Chicago
IL65,,M.A.M Trail Airport,Little York,Illinois,US,605,41.00500107,-90.70850372,America/Chicago
IL68,,Mill Rose Farm Restricted Landing Area,Chicago/Barrington,Illinois,US,850,42.07720184,-88.15979767,America/Chicago
IL71,,Dury Estates Airport,Hurst,Illinois,US,395,37.81919861,-89.15219879,America/Chicago
IL72,,Entwistle Airport,Lostant,Illinois,US,700,41.11560059,-89.0447998,America/Chicago
IL78,,Benoit Airport,Kankakee,Illinois,US,660,41.1310997,-87.79229736,America/Chicago
IL81,,Berns Airport,Clifton,Illinois,US,658,40.93610001,-88.04170227,America/Chicago
IL82,,Martin RLA Restricted Landing Area,Clinton,Illinois,US,725,40.10950089,-88.8286972,America/Chicago
IL84,,Douglas Airport,Colusa,Illinois,US,650,40.57640076,-91.10289764,America/Chicago
IL86,,Krohe Airport,Beardstown,Illinois,US,450,39.93619919,-90.46679688,America/Chicago
IL87,,W Davis Airport,Compton,Illinois,US,930,41.71110153,-89.11229706,America/Chicago
IL88,,Earl Barnickel Airport,Compton,Illinois,US,929,41.67499924,-89.1167984,America/Chicago
IL91,,Testoni Farms Airport,Cornell,Illinois,US,688,41.02090073,-88.65339661,America/Chicago
IL93,,Hendrickson Flying Service Airport,Creston,Illinois,US,889,41.94530106,-88.9240036,America/Chicago
IL94,,Hoblit Farms Airport,Atlanta,Illinois,US,623,40.22629929,-89.24289703,America/Chicago
IL95,,Corn Field,Custer Park,Illinois,US,585,41.22309875,-88.14530182,America/Chicago
IL97,,Springfield Southwest Airpark,New Berlin,Illinois,US,635,39.73699951,-89.80979919,America/Chicago
IL99,,B & C Airport,Earlville,Illinois,US,715,41.59280014,-88.96730042,America/Chicago
IN00,,Sutton Airport,Montmorenci,Indiana,US,740,40.54529953,-87.05220032,America/Indiana/Indianapolis
IN01,,Best Lock Corp Airstrip,Indianapolis,Indiana,US,815,39.88809967,-86.06610107,America/Indiana/Indianapolis
IN03,,Alford Airpark,Petersburg,Indiana,US,500,38.46390152,-87.25,America/Indiana/Petersburg
IN04,,N'Meier Airport,Westphalia,Indiana,US,495,38.84640121,-87.24030304,America/Indiana/Vincennes
IN05,,Stevens Farms Airport,Rushville,Indiana,US,930,39.66059875,-85.5483017,America/Indiana/Indianapolis
IN08,,Shakamak Airport,Jasonville,Indiana,US,613,39.16949844,-87.19029999,America/Indiana/Indianapolis
IN09,,Clifton Airport,Boswell,Indiana,US,760,40.52420044,-87.41190338,America/Indiana/Indianapolis
IN10,,Plummer Airport,Kewanna,Indiana,US,760,40.97589874,-86.41999817,America/Indiana/Indianapolis
IN11,,Arrowhead Farm Airport,Bourbon,Indiana,US,825,41.2928009,-86.07109833,America/Indiana/Indianapolis
IN13,,Lanesville Skyways Airport,Lanesville,Indiana,US,885,38.22370148,-85.97499847,America/Kentucky/Louisville
IN14,,Greenridge RLA Restricted Landing Area,Lanesville,Indiana,US,858,38.23899841,-86.01940155,America/Kentucky/Louisville
IN15,,T & T Airport,Vincennes,Indiana,US,550,38.60480118,-87.46309662,America/Indiana/Vincennes
IN18,,Hook Field,Harlan,Indiana,US,790,41.2745018,-84.80500031,America/Indiana/Indianapolis
IN19,,Marshall Field,Acton,Indiana,US,800,39.64310074,-85.98169708,America/Indiana/Indianapolis
IN20,,Jungclaus Airport,Martinsville,Indiana,US,765,39.45370102,-86.28029633,America/Indiana/Indianapolis
IN21,,Starkey's Airport,Mooreland,Indiana,US,1110,40.04309845,-85.26049805,America/Indiana/Indianapolis
IN23,,Zeller Elev County Airport,Mount Vernon,Indiana,US,378,37.90840149,-87.75839996,America/Chicago
IN25,,Hood Field,Jamestown,Indiana,US,930,39.99810028,-86.57720184,America/Indiana/Indianapolis
IN26,,Archangels Landing Airport,San Pierre,Indiana,US,669,41.26139832,-86.87249756,America/Chicago
IN27,,Skyridge Airport,Arcadia,Indiana,US,895,40.17919922,-86.11579895,America/Indiana/Indianapolis
IN29,,Durflinger Airport,Otterbein,Indiana,US,747,40.57360077,-87.10359955,America/Indiana/Indianapolis
IN30,,Hull Airport,Patoka,Indiana,US,423,38.40230179,-87.59950256,America/Chicago
IN31,,North Lakeland Airport,Pendleton,Indiana,US,870,40.02230072,-85.75360107,America/Indiana/Indianapolis
IN32,,Stephenson Airport,Pendleton,Indiana,US,880,39.97729874,-85.74440002,America/Indiana/Indianapolis
IN33,,Robison Airport,Peru,Indiana,US,735,40.73619843,-86.11530304,America/Indiana/Indianapolis
IN34,,Rush Strip,Peru,Indiana,US,770,40.83449936,-86.05220032,America/Indiana/Indianapolis
IN35,,Shinn Bone Lane Airport,Peru,Indiana,US,809,40.65420151,-86.02279663,America/Indiana/Indianapolis
IN36,,Plugger Airport,Evansville,Indiana,US,426,38.03559875,-87.72409821,America/Chicago
IN38,,Stewarts Green Acres Airport,North Liberty,Indiana,US,725,41.54529953,-86.45279694,America/Indiana/Indianapolis
IN39,,Klopfenstein Airport,Reynolds,Indiana,US,685,40.76729965,-86.92079926,America/Indiana/Indianapolis
IN40,,Brauns Airport,Richland,Indiana,US,400,37.90999985,-87.18280029,America/Chicago
IN41,,Nuckols Airport,Redkey,Indiana,US,1025,40.35480118,-85.04910278,America/Indiana/Indianapolis
IN42,,Hackbarth Airport,Bremen,Indiana,US,835,41.49029922,-86.19940186,America/Indiana/Indianapolis
IN43,,Spring Lake Airport,Pekin,Indiana,US,830,38.47510147,-85.99720001,America/Indiana/Indianapolis
IN44,,Hardin Airport,Salem,Indiana,US,800,38.56420136,-86.05750275,America/Indiana/Indianapolis
IN45,,4 Winds Aerodrome,Roachdale,Indiana,US,810,39.82500076,-86.88330078,America/Indiana/Indianapolis
IN46,,Butler Field,Rockville,Indiana,US,687,39.73889923,-87.21949768,America/Indiana/Indianapolis
IN47,,White Airport,Richmond,Indiana,US,1140,39.77360153,-84.92279816,America/Indiana/Indianapolis
IN49,,Pherigo Airport,Shelbyville,Indiana,US,760,39.48749924,-85.80529785,America/Indiana/Indianapolis
IN50,,Siefert Airport,Shelbyville,Indiana,US,750,39.44029999,-85.76529694,America/Indiana/Indianapolis
IN51,,Windy Knoll Airport,Sheridan,Indiana,US,920,40.13999939,-86.15249634,America/Indiana/Indianapolis
IN53,,Miller Airport,Spencer,Indiana,US,710,39.29169846,-86.82360077,America/Indiana/Indianapolis
IN54,,I & C Field,Culver,Indiana,US,745,41.28369904,-86.46279907,America/Indiana/Indianapolis
IN55,,Songer Airport,Veedersburg,Indiana,US,652,40.07920074,-87.26110077,America/Indiana/Indianapolis
IN56,,Carroll's Airpark,Muncie,Indiana,US,940,40.12689972,-85.43190002,America/Indiana/Indianapolis
IN57,,Shure Airport,Farmersburg,Indiana,US,550,39.26139832,-87.42089844,America/Indiana/Indianapolis
IN58,,Sealscott Airport,Monroeville,Indiana,US,820,40.90370178,-84.84750366,America/Indiana/Indianapolis
IN60,,Wilderness Field,Westfield,Indiana,US,908,40.01779938,-86.16030121,America/Indiana/Indianapolis
IN61,,Flying J Airport,Wheatfield,Indiana,US,653,41.2641983,-87.13439941,America/Chicago
IN62,,Tropria Airport,Churubusco,Indiana,US,905,41.24480057,-85.29750061,America/Indiana/Indianapolis
IN63,,Horizon Field,Eaton,Indiana,US,940,40.36669922,-85.33860016,America/Indiana/Indianapolis
IN64,,Beck Airport,Bargersville,Indiana,US,800,39.56090164,-86.20400238,America/Indiana/Indianapolis
IN65,,Wolfe Field,Shipshewana,Indiana,US,896,41.69139862,-85.59549713,America/Indiana/Indianapolis
IN67,,Greener Pastures Airport,North Vernon,Indiana,US,618,38.93730164,-85.73750305,America/Indiana/Indianapolis
IN68,,Stewart Airport,Elizabeth,Indiana,US,700,38.13550186,-86.01860046,America/Kentucky/Louisville
IN69,,Hatfield Airport,Bristol,Indiana,US,860,41.66559982,-85.8321991,America/Indiana/Indianapolis
IN70,,Bodin Airport,Chesterton,Indiana,US,675,41.63359833,-87.02700043,America/Chicago
IN71,,Plew Airport,Columbia City,Indiana,US,910,41.18560028,-85.52159882,America/Indiana/Indianapolis
IN72,,Mayer Airport,Union Dale,Indiana,US,820,40.78590012,-85.24420166,America/Indiana/Indianapolis
IN73,,Fleet Field,Culver,Indiana,US,821,41.22230148,-86.38610077,America/Indiana/Indianapolis
IN74,,H.J.Umbaugh Airport,Culver,Indiana,US,755,41.30699921,-86.4375,America/Indiana/Indianapolis
IN76,,Podell Airport,Denham,Indiana,US,710,41.12639999,-86.69329834,America/Indiana/Winamac
IN80,,Roberson Airport,English,Indiana,US,690,38.32139969,-86.49079895,America/Indiana/Marengo
IN81,,Small Field,Carthage,Indiana,US,920,39.75189972,-85.55750275,America/Indiana/Indianapolis
IN82,,Foos Field,Granger,Indiana,US,790,41.74950027,-86.08809662,America/Detroit
IN83,,Lautzenhiser Airpark,Hamilton,Indiana,US,928,41.50230026,-84.93019867,America/Indiana/Indianapolis
IN84,,Shamrock Airport,Hanna,Indiana,US,680,41.40810013,-86.74720001,America/Chicago
IN85,,Bowlin Airport,Huntington,Indiana,US,810,40.83729935,-85.4835968,America/Indiana/Indianapolis
IN86,,Wilson Airport,Knox,Indiana,US,714,41.28030014,-86.63200378,America/Indiana/Knox
IN87,,Singleton's Landing Strip,Knox,Indiana,US,685,41.35139847,-86.62640381,America/Indiana/Knox
IN88,,Sanders Gyroport Airport,Cloverdale,Indiana,US,760,39.51340103,-86.76390076,America/Indiana/Indianapolis
IN89,,Ligonier Airport,Ligonier,Indiana,US,920,41.45009995,-85.60549927,America/Indiana/Indianapolis
