=== Airports Without IATA Codes ===
ICAO,Name,City,Country
0WN1,Shangri-La Airport,Selah,US
0WN2,Coopers Landing,Kennewick,US
0WN5,Potts Field,North Cape,US
0WN9,Wings For Christ Airport,Omak,US
0WY0,Freedom Air Ranch Airport,Freedom,US
0WY1,Dorsey Creek Ranch Airport,Basin,US
0XA4,Seven C's Ranch Airport,Freer,US
0XA5,74 Ranch Airport,Campbellton,US
0XA7,Bar 3 Ranch Airport,Georgetown,US
0XA8,Ohho Airport,Dripping Springs,US
0XS0,Diamond H Ranch Airport,Catarina,US
0XS1,Rodgers Roost Airport,El Campo,US
0XS2,John Fields Ranch Airport,Sonora,US
0XS6,Lakeside Beach Airport,Spicewood,US
0XS7,Anacacho Ranch Airport,Spofford,US
0XS8,Dunbar Ranch Airport,Spofford,US
0XS9,French Field,Bullard,US
10AK,Hunt Strip,Wasilla,US
10AZ,Pierce Airport,Buckeye,US
10CL,Joe Gottlieb Field,Bakersfield,US
10CO,Mack Mesa Airport,Mack,US
10FA,Flying Baron Estates Airport,Leesburg,US
10FD,Seven Feathers Airport,Dunnellon,US
10GA,Beaverbrook Aerodrome,Griffin,US
10IA,Flyers Airport,Waterloo,US
10ID,Flat Top Airstrip,Muldoon,US
10IN,Squires Airport,Connersville,US
10LA,Industrial Helicopters Inc. Airport,Scott,US
10LS,G & J Fly A Way Ultralightport,Youngsville,US
10MO,Flying V Ranch Airport,Williamsburg,US
10MT,Hoolie Airport,Haxby,US
10NC,Johnston Farm Airport,Jackson,US
10ND,Smith Strip,Halliday,US
10OH,Zoellner Airport,Huron,US
10OK,Hickory Hills Airport,Norman,US
10OR,Stevens Mountain Airport,Vernonia,US
10TE,Gottwald Field,Harwood,US
10TN,Flatwood Field,Lebanon,US
10TS,Saint's Strip Ultralightport,Marion,US
10VA,Nashs Airport,Appomattox,US
10WA,Mullan Hill Airport,Spokane,US
10WI,Buds Landing Airport,Pound,US
10WY,Willow Creek Ranch Airport,Kaycee,US
10XS,Flying S Air Ranch Airport,Brownwood,US
11AK,Rocking T. Ranch Airport,Delta Junction,US
11AZ,Whetstone Airport,Huachuca City,US
11CA,Turner Field,Fowler,US
11CL,Hansen Airport,Adelanto,US
11FA,B & L Farms Airport,Homestead,US
11FL,Williams Field,Middleburg,US
11ID,Riddle Airport,Riddle,US
11II,Himsel Army Airfield,Nineveh,US
11IN,Jr's Airport,Danville,US
11KS,Sheller's Airport,Tonganoxie,US
11LL,Thacker Airport,Chenoa,US
11LS,Jasmine Hill Airport,Glenmora,US
11MA,Bulljump Airport,Wareham,US
11MD,Tim's Airport,Salisbury,US
11MO,Redgate Ranch Airport,Williamsburg,US
11NE,Kaan Airport,Harrison,US
11NK,Hop House Airpark,Fort Plain,US
11NY,Saikkonen Airport,Spencer,US
11OA,Hide-A-Way Hills Resort Airport,Bremen,US
11OG,Unity Airport,Unity,US
11OK,Beefor Ranch Airport,Purcell,US
11OR,Holiday Sky Ranch Airport,Sutherlin,US
11PN,Eakin Airport,Cranberry,US
11TE,Flying M Ranch Airport,Grandview,US
11TN,Salem Field,Clarksville,US
11TS,Pt Enterprise D&W Ranch Airport,Mexia,US
11TX,Butler Airport,Sherman,US
11VG,Devil's Reach Landing Airport,Oak Grove,US
11WA,Homeport Airport,Spokane,US
11WY,Thompson Creek Oilfield Airport,Hulett,US
12AR,Gibbons Airport,Marvell,US
12AZ,Ranta Strip,Morristown,US
12CA,Faber Vineyards Airport,Lodi,US
12CL,Newton Field,Stratford,US
12CN,Richter Aviation Airport,Maxwell,US
12CO,Omega 1 STOLport,Hotchkiss,US
12FA,Hi-Acres Airport,Clermont,US
12IA,Plueger Airfield,Lemars,US
12ID,Flying B Ranch Landing Strip,Salmon,US
12II,Pentecost Airport,Centerville,US
12IL,Hawker Airport,Kankakee,US
12IN,J & S Field,Darmstadt,US
12KS,Sooter Airport,Sedgwick,US
12KY,John M. Foree Airport,New Castle,US
12LA,Kml Airport,Sulphur,US
12LL,Lambdins Field,Wolf Lake,US
12LS,Hains Airstrip,Rayne,US
12ME,Ridgeview Airport,Searsmont,US
12MI,John's Airport,Davison,US
12MO,Ferguson Farms Airport,Windsor,US
12MS,Green Acres Airport,Woodville,US
12MT,Lincolns Field,Hingham,US
12NC,Atlantic Field Mcolf Airport,Atlantic,US
12ND,Pietschtree Airstrip,Burlington,US
12NE,Reisig Brothers Airport,Scottsbluff,US
12NH,Gile Pond Airport,Sanbornton,US
12NK,Westport Airport,Westport,US
12NM,Columbus Stockyards Airport,Columbus,US
12OH,Mcgregor Airfield,Brookville,US
12OK,Expressway Airpark,Oklahoma City,US
12OR,Skinner Ranch Airport,Jordan Valley,US
12SC,Over the Hill Airport,Elgin,US
12TE,Curtis Ranch Field,Brady,US
12TN,Meadowlake Airport,Kingston,US
12TS,Blo Airport,Mineral Wells,US
12TX,Griffin Airport,Bertram,US
12VA,Hop-Along Airport,Clifton Forge,US
12WA,Fowlers Nw 40 Airport,Spokane,US
12WT,Walker Airport,Palouse,US
12WY,Black Diamond Airport,Burlington,US
12XS,Mc Croskey Field,Butlerville,US
13AK,Satterbergs Airport,Houston,US
13AZ,Waltenberry Field Ultralightport,Tonopah,US
13CL,Maine Prairie Airport,Dixon,US
13FA,Earle Airpark,Hastings,US
13GA,Oak Ridge Plantation Airport,Sylvester,US
13GE,Holt Airpark,Oak Park,US
13IA,Hillside Stables Airport,Sabula,US
13ID,Silva Ranch Airport,Stanley,US
13IN,Gage Airport,Decatur,US
13KS,Daniel's Landing Airport,Andover,US
13KY,Miles Airport,Owensboro,US
13LS,Tee Brad's Airport,Kaplan,US
13MA,Metropolitan Airport,Palmer,US
13ME,Socatean Bay Airport,Rockwood,US
13MN,Melby Airport,Ashby,US
13MO,Domeyer Airport,Lenox,US
13MS,Greener Pastures Airpark,Carriere,US
13MT,Sorenson Airport,Kremlin,US
13NC,Oak Grove Mcolf Airport,Pollocksville,US
13NE,Hock Airport,Culbertson,US
13NM,Beaverhead Airstrip,Silver City,US
13OH,Rose Field,Jewell,US
13OR,Aubrey Mountain Airstrip,Oakridge,US
13PA,Rigrtona Airport,Tidioute,US
13PN,Richland Acres Ultralightport,Quakertown,US
13TE,Varisco Airport,Bryan,US
13TS,Van Es Ranch Airport,Oilton,US
13TX,Allison Ranch Airport,Sonora,US
13WI,Nowatzski Field,Markesan,US
14AK,Four Corners Airport,Palmer,US
14AR,Rice-Bell Field Airport,Forrest City,US
14AZ,Ruby Star Airpark,Green Valley,US
14CO,Good Pasture Airport,Beulah,US
14FA,Burrs Strip,Miami,US
14FD,Sunshine Farms Airport,St Augustine,US
14FL,Wells Flying Service Airport,Jay,US
14ID,Peaceful Cove Airport,Boise,US
14IN,De Motte Airport,De Motte,US
14KS,G & S Space Port Airport,Parker,US
14KY,Blue Haven Farm Airport,Paris,US
14LA,Killarny Farm Airport,St Francisville,US
14ME,Ring Hill Airport,Carmel,US
14MI,East-West Paris Airport,Dutton,US
14MO,Stevinson Farm Airport,Blue Springs,US
14MS,Rose Field,Hickory,US
14MT,Holland Ranch Airport,Lewistown,US
14NC,Camp Davis Mcolf Airport,Holly Ridge,US
14ND,Hagen Private Airport,Reeder,US
14NE,Aaron's Field,Aurora,US
14NK,Mountain View Airport,Kingsbury,US
14OH,Heilman Airport,Kenton,US
14OI,Pleasant Home Gliding Club Gliderport,Pleasant Home,US
14OK,Reherman Airport,Kingfisher,US
14PA,Dimascio Field,Pottstown,US
14PS,Hideaway Ultralightport,Quarryville,US
14TA,Dean Ranch Airport,Startzville,US
14TE,Smith I-Ranch Airport,Hext,US
14TS,O S Wyatt Airport,Realitos,US
14TX,Keyes Ranch Airport,Dripping Springs,US
14VA,Krens Farm Airport,Hillsboro,US
14WA,Lz Ranch Airport,Olympia,US
14WS,Lakewood Lodge Airport,Stone Lake,US
14XA,Sherman (Frog Pond) Airport,Sherman,US
14XS,Isbell Ranch Airport,Davilla,US
15AK,Golden North Airfield,Cantwell,US
15AR,Dawson's Airport,Brickeys,US
15AZ,Quail Mesa Ranch Airport,Quartzsite,US
15CL,Hunt Farms Airport,Merced,US
15FD,Orange Hill Airport,Wausau,US
15FL,Cannon Creek Airpark,Lake City,US
15GA,Darla's Airport,Kite,US
15ID,Scanlon Airport,Coeur D Alene,US
15IL,Gittleson Farms Airport,Franklin Grove,US
15IN,Bugtown Airport,New Harmony,US
15KS,Sickler Airstrip,Emporia,US
15KY,Brennan Farm Airport,Paris,US
15LL,Cloverleaf Ranch Airport,Tiskilwa,US
15MA,Canapitsit Airport,Gosnold,US
15ME,Eagle Field,North Yarmouth,US
15MN,Tyler Farms Airport,Watkins,US
15MO,Applegate Airport,Queen City,US
15MT,Saubak Airport,Lustre,US
15NC,Dragonfly Field,Ahoskie,US
15NE,Sindt Airport,Upland,US
15NK,Knox Landing Airport,Sardinia,US
15OK,Bluebird Airport,Muskogee,US
15PA,Cavage Personal Use Airport,Prompton,US
15TA,J R Ranch Airport,Briggs,US
15TX,Ed Shadle Airport,Stephenville,US
15VA,Fox Acres Airport,Warrenton,US
15WA,Sunset Airport,Stanwood,US
15WI,Peterson Field,Oregon,US
15XS,Toy Airpark,Liverpool,US
16AK,Gattis Strip,Wasilla,US
16AR,Heifer Creek Ranch Airport,Springfield,US
16AZ,Yav'pe Ma'ta Airport,Skull Valley,US
16CO,Dry Pen Airport,Parachute,US
16FA,Little Deer Airport,Ochopee,US
16FD,Skinners Wholesale Nursery Airport,Crescent City,US
16FL,J-22 Ranch Airport,Milton,US
16IA,Stangl STOLport,Coon Rapids,US
16II,Harrington Field,San Pierre,US
16IL,Harold Bunger Airport,Kirkland,US
16IS,Kellums Airport,Goreville,US
16KY,Praise God Airport,Carter,US
16LS,Atchafalaya Flying Company Airport,Simmsport,US
16MD,High Valley Airport,North East,US
16MI,Barnstormers 5 Airport,Gaines,US
16MO,Findley Field,Beaufort,US
16MT,Bangart Field,Roberts,US
16NC,Lee's Airport,Edenton,US
16NE,Korver Airport,Panama,US
16OI,Trump Airport,Greenville,US
16OK,Lower Forty Airport,Harrah,US
16PA,Gregg Airport,Eighty Four,US
16SC,Horseshoe Landing Airport,Cross Anchor,US
16TA,Seven Springs Airport,Toyahvale,US
16TE,Holly Lake Ranch Airport,Hawkins,US
16TS,Pineridge STOLport,Tyler,US
16TX,Ratliff Airport,Stephenville,US
16WA,Tightcliff Airport,Nine Mile Falls,US
16XS,Outlaw Flyers Airport,Conroe,US
17AR,Bredlow Farm Airport,England,US
17CL,Las Trancas Airport,Davenport,US
17CO,Skylane Ranch Airport,Berthoud,US
17FA,Cotton Strip,La Belle,US
17FL,Jumbolair-Greystone Airport,Ocala,US
17GA,Panther Creek Airport,Newnan,US
17ID,Coyote Ridge Airport,Midvale,US
17II,Dreessen Field,Walkerton,US
17IN,Pruss Airport,Farmers Retreat,US
17KS,Tevis Airport,Melvern,US
17KY,Lester Airfield,Sacramento,US
17LL,Oink Acres Airport,Mahomet,US
17LS,Yankee Field,Port Barre,US
17ME,Bresett'S Mountainside Airport,Van Buren,US
17MO,Rgl Field,Montgomery City,US
17MT,Abel Ranch Airport,Kalispell,US
17NC,Mitchell Field,Elizabethtown,US
17NK,Re-Dun Field,Reading Center,US
17OH,Kosik Private Airport,Kipton,US
17OI,Haas Airport,Bainbridge,US
17OK,J-B Airstrip,Kremlin,US
17OR,Glide Aero Airport,Glide,US
17PS,Mountain Crest Airport,Tidioute,US
17SC,Carolina Cow Country Airport,Clinton,US
17TE,Comfort Airpark,Comfort,US
17TN,Murphy Field,Jonesborough,US
17TX,Kimzey Airport,Stephenville,US
17WI,Ha-Rail Airport,Lake Mills,US
17XA,Jacksonville / Hunter Field,Jacksonville,US
17XS,Quahadi Ranch Airport,Dublin,US
18AR,Buck Mountain Airport,Eureka Springs,US
18AZ,Sky Ranch At Carefree Airport,Carefree,US
18CL,Bowles Airport,Live Oak,US
18FA,Tropical Plantation Airport,Palm City,US
18FD,Sky Ranch Airport,Baker,US
18GA,Sleepy Hollow Airport,Social Circle,US
18II,Mc Gill Airport,Cicero,US
18IN,Kester Fly Inn Airport,Farmersburg,US
18JY,Skamokawa East Valley Airport,Skamokawa,US
18KS,Cherokee Strip,Udall,US
18ME,Ruby Airport,Bristol,US
18MN,Hines Farm Airport,Motley,US
18MO,Gimlin Airport,Ozark,US
18MT,Fish Ranch Airport,Jackson,US
18NC,Lanni Field,Lenoir,US
18NE,Doc's Airport,Geneva,US
18NY,Strip in the Woods Airport,Woodstock,US
18OH,Jer-Mar Airpark,Lagrange,US
18OI,Boggy Bottoms Airport,Vickery,US
18OR,Red's Field,Amity,US
18PA,Slack Airport,Forest Grove,US
18PN,Spud View Airport,Upper Strasburg,US
18SC,Connelly Field,Silverstreet,US
18TA,West Kerr Ranch Airport,Junction,US
18TE,Alert Field,Big Sandy,US
18TX,Flying 'T' Ranch Airport,Caddo Mills,US
18WV,Lynn Airport,Newburg,US
18XS,Gardner Farm Airport,Mc Adoo,US
19AR,Naylor field,Naylor,US
19AZ,Montezuma Airport,Camp Verde,US
19CL,Palisades Ranch Airport,Helendale,US
19GA,Willow Pond Aviation Inc Airport,Fayetteville,US
19IA,Ancam Antique Airfield,West Burlington,US
19IL,Eagle Pass Airport,Bloomington,US
19IN,Clark Airport,Frankfort,US
19IS,Skillet Fork Farm Airport,Wayne City,US
19KY,Charlie Bravo's Airport,Dry Ridge,US
19LA,Self Forward Landing Strip,Leesville,US
19LL,Neiner Airport,Manteno,US
19MT,N Bar Ranch Airport,Grass Range,US
19NC,Double S Airport,Red Oak,US
19ND,Breckheimer Airport,Tolna,US
19NE,Hoyt Airport,Mc Cook/Culbertson,US
19NK,Riveredge Airpark,Central Square,US
19NY,Four Seasons Airport,Reading,US
19OH,Harris Corn Field,Litchfield,US
19OK,Gerhart Airport,Okmulgee,US
19OR,Nelson Ranch Airport,Maupin,US
19PA,Lake Airport,Millville,US
19SC,Sexton Airport,Newberry,US
19TA,Lagrone Ranch Airport,Mc Clendon-Chisholm,US
19TE,Cut and Shoot Airport,Conroe,US
19TN,Ferraraccio Field,Clarksville,US
19TS,Silverhorn Ranch Airport,Freer,US
19TX,Woody Mc Clellan Ranch Airport,Temple,US
19VA,Flying W Airport,St. Paul,US
19WA,Key Way Airport,Stevenson,US
19WI,Erickson Field,Prairie Farm,US
19XS,Draggintail Acres Airport,Maypearl,US
1AK1,Crevice Creek Airport,Crevice Creek,US
1AK2,Crosswind Lake Airport,Crosswind Lake,US
1AK4,Kenai River Airpark,Soldotna,US
1AK6,Talachulitna River Airport,Sketna,US
1AK8,Talaheim Airport,Skwentna,US
1AL2,Tri-L Acres Airport,Columbiana,US
1AL4,Elsanor Airport,Robertsdale,US
1AL5,Berry Field,Loxley,US
1AL8,Moore Field,Moody,US
1AR0,Breckenridge Airport,Beedeville,US
1AR1,Walls Airport,Coy,US
1AR2,Taylor Airstrip,Des Arc,US
1AR3,Bob Norman Airstrip,Des Arc,US
1AR4,Foggy River Airport,Elkins,US
1AR5,Cherokee Strip,Gentry,US
1AR6,Diamond Bluff Airport,Greers Ferry,US
1AR8,Flying W Air Park Inc Airport,Lavaca,US
1AR9,Country Air Estates Airport,Lonoke,US
1AZ0,Bishop Airfield,Mobile,US
1AZ2,Paradise Air Park,Tolleson,US
1AZ8,Willow Springs Ranch Airport,Bullhead City,US
1CA1,Belridge Strip,South Belridge,US
1CA4,Aha-Quin Airport,Blythe,US
1CA6,On the Rocks Airport,Alpine,US
1CD1,Reed Airport,Nunn,US
1CD2,Tonga Airport,Platteville,US
1CD4,Eagle Soaring Airport,Steam Boat Springs,US
1CL1,Little Buttes Antique Airfield,Lancaster,US
1CL2,Pontious Airport,Mojave,US
1CO2,Williams Ranch Airport,Norwood,US
1CO3,Bellmore Farms Airport,Nunn,US
1CO4,Clifford Field,Olathe,US
1CO5,Melon Field,Rocky Ford,US
1CO7,Dodsworth Airport,Salida,US
1CO8,Everitt Airport,Parker,US
1DE5,Mckeown Airport,Middletown,US
1FA1,Post Oak Ranch Airport,Crystal River,US
1FA3,Pine Island Airport,Fort Myers,US
1FD0,Lawrence Airport,Grand Ridge,US
1FD2,Bass Limited Airport,Madison,US
1FD4,Corkscrew Trace Airpark,Estero,US
1FL3,Z Ranch Airport,Lake City,US
1GA0,Eagle Neck Airport,Shellman Bluff,US
1GA2,Flying N Estates Airport,Luthersville,US
1GA4,Southern Agricultural Aviation Airport,Statesboro,US
1GA5,Shilo Farms Airport,Hahira,US
1GA6,De De Airport,Barnesville,US
1GA8,South One Ten Airport,Nashville,US
1GA9,Aerie Airport,Monroe,US
1GE2,C & W Air Park,Woodland,US
1GE3,Answered Prayer Airport,Franklin,US
1GE4,Beckley Farms Airport,Fort Valley,US
1GE5,Flying D Airport,Concord,US
1GE6,Forestry-Strip Airport,Patterson,US
1GE7,Hay Field,Madison,US
1GE9,Waverly Landing Airport,Waverly Hall,US
1IA0,Brown Truck Sales Airport,Corning,US
1IA4,Wallace Field,Creston,US
1IA6,Aero-Lane Airport,Randolph,US
1IA9,Newbrough Airport,Britt,US
1ID3,Beaux Ranch Field,Sandpoint,US
1ID4,Red Baron Airpark,Oasis,US
1ID7,Fairbanks Airfield,Eden,US
1ID9,Skyline STOLport,Inkom,US
1II0,Webster Airport,Homer,US
1II2,Adams Airport,Geneva,US
1II3,Davis Airport,Carlisle,US
1II4,Amy Airport,Corydon,US
1II5,Van De Mark Airport,Culver,US
1II8,Morris Airport,Greenfield,US
1IL0,Barnstorm Field,El Paso,US
1IL1,Horsefeathers Ranch Airport,Irving,US
1IL2,Hobby Hideaway RLA,Delavan,US
1IL4,Heitman Aerdrome Airport,Millstadt,US
1IL6,Bally's Strip,Dixon,US
1IL8,Loy Airport,Donovan,US
1IL9,Holland Field,Mc Lean,US
1IN0,Belknap-Icarus Acres Airport,Parker City,US
1IN1,Shearer STOLport,Lewisville,US
1IN3,Confer's Place Airport,Arcola,US
1IN4,Robinson Airpark,Elizabeth,US
1IN5,Bottoms Brothers Airport,Somerville,US
1IN6,Cottingham Airport,Pine Village,US
1IS0,Harold Emmerich Airport,Belleville,US
1IS2,Triple Creek Airport,Bement,US
1IS3,Cribbet Airport,Blue Mound,US
1IS4,Swan Valley Farm Airport,Lanark,US
1IS5,Walder's Farm Airport,Paw Paw,US
1JY2,Mahogany Mtn. Airport,Silver Lake,US
1KS0,Huey Airport,Hutchinson,US
1KS1,Cochran Airport,Richmond,US
1KS2,Risky Airport,Easton,US
1KS3,Leo's Place STOLport,Riley,US
1KS4,Prichard Airstrip,Enterprise,US
1KS5,Keyser Airport,St Marys,US
1KS6,Silers Plane Valley Airport,Salina,US
1KS7,Hitch Feeders Ii Inc. Airport,Satanta,US
1KS8,Buehler Airport,Scott City,US
1KS9,Belleair Airport,Bonner Springs,US
1KY7,Jordan Hill Farm Airport,Richmond,US
1LA0,Ken Guidry Nr 2 Airport,Gueydan,US
1LA1,Triche Field,Hahnville,US
1LA3,Goose Island Airport,Hayes,US
1LA5,Morrow Strip,Morrow,US
1LL0,Boondox Field,Seneca,US
1LL2,Spring Brook Airport,Seneca,US
1LL4,Sies Landing Area Airport,Litchfield,US
1LL6,Janssen Airport,Shannon,US
1LL7,Edwin G. Bennett Airport,Sheffield,US
1LL8,Zoomer Field,Sheldon,US
1LS0,Cal Mire Field,Gonzales,US
1LS5,Cameron Airstrip,Cameron,US
1LS8,Summerell Airport,Ferriday,US
1MA5,Unknown Field,Southborough,US
1MD1,Big Oak Farm Airport,Cambridge,US
1MD3,Krastel Farms Airport,Kennedyville,US
1MD8,Mayberry Run Airport,Westminster/Silver Run,US
1MI1,Nikkila Farms Airport,Mass,US
1MI3,Black River Ranch Airport,Onaway,US
1MI4,Ramsy Farm Airport,Perronville,US
1MI5,Mckenzie's Landing Airport,Howell,US
1MI6,Rosedale Airport,Sault Ste Marie,US
1MI7,Thompson Airport,Selkirk,US
1MI8,Vlachos Acres Airport,Hubbard,US
1MI9,Southfork Airport,Marquette,US
1MN0,Wetherbee Farm Airport,Tenney,US
1MN1,Beyer Airport,Tenney,US
1MN2,Hay Acres Airport,Akeley,US
1MN5,Molnau Airpark,Waconia,US
1MN8,Sky Harbor Residential Airpark,Webster,US
1MO2,Hart Airport,Freeman,US
1MO3,Lake Viking Airport,Gallatin,US
1MO4,Longwood Mfg Corp Airport,Gallatin,US
1MO6,Double S Ranch Airport,Grandin,US
1MO7,Hines Airport,Gorin,US
1MO8,Sherlock Field,Gravois Mills,US
1MO9,Eagle's Point & Red Barn Village Airpark,Greenfield,US
1MS0,Tapley Airport,Shaw,US
1MS2,Peterson Airport,Goodman,US
1MS8,Columbus Air Force Base Aux Field Airfield,Shuqualak,US
1MS9,Piker-Too Airport,Centreville,US
1MT0,Nine Quarter Circle Ranch Airport,Gallatin Gateway,US
1MT2,Skyrider Ultralightport,Billings,US
1MT3,Wood Strip,Elliston,US
1MT4,Davis Airport,Helena,US
1MT6,Bobcat Field,Philipsburg,US
1MT7,Prill Field,Sand Coulee,US
1MT9,Wilcox Airport,Billings,US
1MU0,Medcalf Field,Republic,US
1MU2,Smitty's Landing Airport,Ridgely,US
1MU4,Short Air Airport,Warrensburg,US
1MU6,Simerly Airport,Fillmore,US
1MU7,Mooseberry Airport,Jackson,US
1MU8,Church's Landing Airport,Rushville,US
1MY1,Carlson Agricultural Airport,Wendell,US
1NA0,Bohn Airstrip,Mountain,US
1NA5,Gienger/Box Bar Ranch Airport,Streeter,US
1NA8,Preszler Airstrip,Braddock,US
1NA9,Myran Airstrip,Taylor,US
1NC0,Delk's Airport,Asheboro,US
1NC1,Ron's Ultralight Field,Pittsboro,US
1NC2,Atwell Airport,Mooresville,US
1NC3,Fletcher's Airport,Elizabeth City,US
1NC4,Bell Strip,Pollocksville,US
1NC5,Riley Field,Bunn,US
1NC6,Arant Airport,Wingate,US
1NC8,Lonesome Field,Richfield,US
1NC9,Northbrook International Ultraport Ultralightport,Cherryville,US
1ND3,Andvik Airport,Kindred,US
1ND4,Walkinshaw Airport,Argusville,US
1ND7,Dittmer Airport,Lynchburg,US
1NE0,Higgins Bros Airport,Brownlee,US
1NE1,Paul Ridder Ranch Airport,Callaway,US
1NE2,Witthuhn Airport,Callaway,US
1NE5,Sibbernsen Airport,Washington,US
1NE6,Miller Airstrip,Dalton,US
1NK0,Roxbury Runway Airport,Roxbury,US
1NK5,Westtown Airport,Westtown,US
1NK6,Catalano Airfield,Wilmington,US
1NK7,Boonville Airpark,Boonville,US
1NK8,Chenango Bridge Airport,Binghamton,US
1NM0,Me-Own Airport,Silver City,US
1NV1,Fallon Southwest Airpark,Fallon,US
1NY2,Kidder Field,Pulaski,US
1NY3,Richland Airpark,Richland,US
1NY4,High Banks Farm Landing Area Airport,Saranac,US
1NY5,Sherman Field,Poughkeepsie,US
1NY7,Minard Farms Airport,Clinton Dale,US
1NY8,Killian Airfield,Scipio,US
1NY9,Caughdenoy Airport,Caughdenoy,US
1OA1,Bashore Airport,Pleasant Hill,US
1OA2,Mole Airport,Grafton,US
1OA3,Barnett Airpark,Blanchester,US
1OA4,Kepes Flying Field,Springfield,US
1OA5,Double J Airport,Fayetteville,US
1OA6,Frith Airport,Morrow,US
1OA7,Yoder Airport,Louisville,US
1OA8,Erdy Farm Airport,Kilbourne,US
1OH1,S and S Field,Quincy,US
1OH2,Dougherty Airport,Bellevue,US
1OH3,Mather Field,Castalia,US
1OH4,Fortman Airport,St Marys,US
1OH7,Derry Landing Strip,Sonora,US
1OH8,Lisbon Airfield,South Charleston,US
1OH9,Lewis Airport,Peebles,US
1OI1,Pauls Airport,Middlefield,US
1OI6,Stone Airport,New Lebanon,US
1OI7,Knight Airport,Norwalk,US
1OI9,Mc Colloch's Airport,Piqua,US
1OK0,Neversweat Airport,Bristow,US
1OK1,Dave's Place Airport,Kingfisher,US
1OK2,Wyatt Airport,Goldsby,US
1OK3,Wolfe Field Airport,Bray,US
1OK5,Hohman Airport,Lone Wolf,US
1OK6,Stamper Ranch Airport,Luther,US
1OK7,Grimes Airport,Maysville,US
1OK8,5B Ranch Airport,Edmond,US
1OK9,Hankins Airport,Marietta,US
1OL2,Steciak Strip,Harrah,US
1OR0,Sunnyhill Airport,North Bend,US
1OR3,Sunset Air Strip,North Plains,US
1OR4,North Plains Gliderport,North Plains,US
1OR5,Reed Airport,Olex,US
1OR6,Clackamas Heights Airport,Oregon City,US
1OR7,Skyhill Airport,Oregon City,US
1PA0,Hinaman Acres Airport,Jersey Shore,US
1PA3,Ridgeview Airport,Kellers Church,US
1PA4,Wagner Airport,Lewistown,US
1PA5,Beaver Creek Ultralightport,New Galilee,US
1PA6,Whittle Airport,Kennett Square,US
1PA9,Schadels Airport,Klingerstown,US
1PN0,Bentley Airport,Pottstown,US
1PN1,Napodano Airport,Transfer,US
1PS0,Ickes Airport,Osterburg,US
1PS4,Sankey Airport,Osceola Mills,US
1PS9,Wicker & Wings Aerodrome,Trumbauersville,US
1SC2,Gwinn Field,Hopkins,US
1SD0,Dorsey Ranch Airport,Glad Valley,US
1SD1,Burke Field,Scotland,US
1SD3,Turkey Ridge Airport,Hurley,US
1SD4,Vig Limousin Airport,Faith,US
1SD5,Drake Farm Airport,White Lake,US
1SD6,Bogner No Ii Airport,Oelrich's,US
1SD8,Tribitt Airport,Albee,US
1TA2,Vigo Park Airport,Tulia,US
1TA4,Last Resort Airport,Crockett,US
1TA5,Two Leggs Airport,Denver City,US
1TA7,Thompson Field,Canton,US
1TE0,Locker Brothers Airport,Muleshoe,US
1TE1,Briscoes Catarina Ranch Airport,Catarina,US
1TE2,Flying F Ranch Airport,Crosby,US
1TE3,Bolton Airport,Jacksonville,US
1TE4,Zuehl Airport,Marion,US
1TE5,Corpora Airport,Hearne,US
1TE6,Moore Airport,Wildorado,US
1TE7,Ray Farm Airport,Floresville,US
1TE8,Kahuna Bay Airport,Howe,US
1TE9,Rmr Ranch Airport,Franklin,US
1TN0,Cedar Crest Field,Lebanon,US
1TN2,Kay Airport,Rogersville,US
1TN3,Wagner Field,Belvidere,US
1TN6,Higdon Airfield,Karns,US
1TS0,Eagle Air Airport,Oak Island,US
1TS1,Laas Farm Airport,Pattison,US
1TS2,Bar 16 Airport,Hubbard,US
1TS3,B & S Ultralightport,San Leon,US
1TS6,Dentonio Ranch Airport,Carrizo Springs,US
1TS8,Landers Ranch Airport,Colorado City,US
1TS9,Four Winds Airport,Celina,US
1TT8,Bulverde Airpark,San Antonio,US
1TX0,Lytle Airpark,Lytle,US
1TX1,Yoakum Airport,Gustine,US
